date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,corepoint
2019-11-14,18:45:45.90,1.64,126.15,36.0,6.0,33.0,42.0,114.0,182.0,52.0,70.0,1.2499999999999998e+25,25.0,,,,,,,c
2019-11-14,20:19:52.50,1.71,126.42,29.9,5.6,206.0,43.0,86.0,31.0,47.0,93.0,3.3999999999999995e+24,24.0,,,,,,,c
2019-11-14,20:39:12.60,1.8,126.26,33.0,5.7,206.0,44.0,100.0,12.0,47.0,80.0,4.05e+24,24.0,,,,,,,c
2019-11-14,20:54:07.00,1.71,126.37,26.1,5.6,211.0,35.0,108.0,9.0,57.0,77.0,2.97e+24,24.0,,,,,,,c
2019-11-14,21:13:01.00,1.72,126.1,26.2,6.1,5.0,27.0,62.0,216.0,67.0,103.0,1.6399999999999998e+25,25.0,,,,,,,c
2019-11-14,21:37:31.80,1.72,126.21,33.4,5.7,37.0,37.0,93.0,214.0,53.0,88.0,4.38e+24,24.0,,,,,,,c
2019-11-14,22:15:15.40,1.78,126.44,30.3,5.4,197.0,43.0,91.0,16.0,47.0,89.0,1.64e+24,24.0,,,,,,,c
2019-11-14,22:34:27.70,1.78,126.26,29.2,5.5,2.0,51.0,55.0,230.0,51.0,125.0,2.57e+24,24.0,,,,,,,c
2019-11-14,22:42:29.60,1.73,126.23,30.1,5.5,18.0,45.0,73.0,221.0,48.0,106.0,1.91e+24,24.0,,,,,,,c
2019-11-14,23:17:26.80,1.74,126.29,27.5,5.6,219.0,44.0,113.0,8.0,50.0,69.0,2.98e+24,24.0,,,,,,,c
2019-11-15,01:17:43.00,1.69,126.25,28.8,6.0,353.0,53.0,36.0,240.0,62.0,137.0,1.18e+25,25.0,,,,,,,c
2019-11-15,03:13:03.80,1.81,126.41,32.7,5.2,350.0,42.0,79.0,185.0,49.0,100.0,8.03e+23,24.0,,,,,,,c
2019-11-15,05:34:50.20,1.72,126.08,32.4,5.1,346.0,46.0,63.0,202.0,50.0,115.0,4.86e+23,23.0,,,,,,,c
2019-11-15,09:36:28.60,1.65,126.26,34.2,5.0,68.0,65.0,163.0,166.0,75.0,26.0,3.67e+23,23.0,,,,,,,c
2019-11-15,12:52:27.00,1.84,126.24,30.2,5.1,24.0,34.0,100.0,193.0,57.0,84.0,5.42e+23,23.0,,,,,,,c
2019-11-15,23:44:37.00,1.66,126.45,29.8,5.0,157.0,89.0,0.0,67.0,90.0,179.0,4.53e+23,23.0,,,,,,,c
2019-11-16,10:19:19.50,1.8,126.16,27.3,5.9,8.0,34.0,78.0,202.0,57.0,98.0,7.68e+24,25.0,,,,,,,c
2019-11-17,11:08:04.00,1.56,126.34,28.6,4.9,53.0,39.0,115.0,202.0,55.0,71.0,2.71e+23,23.0,,,,,,,c
2019-11-18,11:24:08.30,1.89,126.22,30.7,5.0,354.0,31.0,66.0,202.0,62.0,104.0,3.97e+23,23.0,,,,,,,c
2019-12-11,17:48:32.70,-0.37,125.17,35.6,4.8,220.0,32.0,92.0,39.0,58.0,89.0,2.29e+23,23.0,,,,,,,c
2019-12-25,16:56:25.00,4.03,126.73,26.6,5.3,225.0,35.0,-168.0,125.0,83.0,-55.0,9.64e+23,24.0,,,,,,,c
2019-12-29,09:12:17.80,4.72,125.3,21.2,5.4,352.0,21.0,91.0,172.0,69.0,90.0,1.72e+24,24.0,,,,,,,c
2020-01-29,23:47:00.70,0.79,126.36,27.5,5.9,59.0,49.0,153.0,167.0,70.0,44.0,7.57e+24,24.0,,,,,,,c
2020-02-15,15:36:48.90,1.67,126.37,27.5,5.5,148.0,48.0,28.0,39.0,70.0,135.0,2.43e+24,24.0,,,,,,,c
2020-02-23,02:08:07.50,-0.38,125.22,32.5,5.4,241.0,32.0,107.0,41.0,60.0,80.0,1.83e+24,24.0,,,,,,,c
2020-02-23,03:39:55.80,-0.42,125.37,36.5,5.0,255.0,33.0,123.0,38.0,62.0,70.0,4.72e+23,23.0,,,,,,,c
2020-03-22,03:34:57.20,1.6,121.98,28.0,5.2,91.0,20.0,91.0,271.0,70.0,90.0,6.77e+23,23.0,,,,,,,c
2020-03-28,15:43:20.20,-1.68,120.18,18.9,5.8,36.0,86.0,177.0,126.0,87.0,4.0,7.31e+24,25.0,,,,,,,c
2020-04-02,02:13:13.50,-7.87,125.8,15.6,5.5,11.0,71.0,-16.0,106.0,75.0,-161.0,2.02e+24,24.0,,,,,,,c
2020-04-05,18:37:17.90,1.53,126.33,41.3,6.0,23.0,36.0,82.0,213.0,54.0,96.0,1.33e+25,25.0,,,,,,,c
2020-04-15,21:03:41.80,1.2,126.68,46.7,5.8,248.0,80.0,179.0,338.0,89.0,10.0,5.39e+24,24.0,,,,,,,c
2020-04-19,13:09:35.50,3.98,126.15,28.4,5.2,182.0,75.0,168.0,275.0,78.0,15.0,7.42e+23,23.0,,,,,,,c
2020-05-30,13:06:27.40,4.05,126.66,41.0,5.6,194.0,30.0,83.0,21.0,60.0,94.0,3.49e+24,24.0,,,,,,,c
2020-06-04,13:12:37.10,1.35,126.27,30.8,5.1,176.0,39.0,75.0,15.0,53.0,102.0,5.03e+23,23.0,,,,,,,c
2020-06-15,23:36:32.90,-2.68,122.16,12.0,4.9,115.0,32.0,-7.0,210.0,86.0,-121.0,3.24e+23,23.0,,,,,,,c
2020-07-06,11:17:58.40,1.43,126.33,21.7,4.8,159.0,44.0,-97.0,349.0,46.0,-84.0,1.98e+23,23.0,,,,,,,c
2020-08-07,06:30:51.40,2.43,126.62,39.1,5.0,14.0,37.0,95.0,187.0,53.0,86.0,4e+23,23.0,,,,,,,c
2020-08-12,10:26:23.20,1.37,126.36,40.3,5.1,192.0,46.0,110.0,344.0,47.0,70.0,5.76e+23,23.0,,,,,,,c
2020-09-06,00:21:13.30,1.97,126.43,37.2,6.0,51.0,26.0,86.0,235.0,64.0,92.0,1.17e+25,25.0,,,,,,,c
2020-09-09,03:41:17.90,4.15,126.56,24.4,5.5,349.0,41.0,23.0,241.0,75.0,128.0,2.58e+24,24.0,,,,,,,c
2020-09-09,07:18:44.20,4.22,126.66,21.4,5.8,229.0,50.0,135.0,352.0,57.0,50.0,7.499999999999999e+24,24.0,,,,,,,c
2020-09-13,16:50:31.00,4.25,126.87,24.2,4.9,188.0,41.0,76.0,27.0,50.0,102.0,2.69e+23,23.0,,,,,,,c
2020-09-13,20:42:00.50,4.22,126.91,25.8,4.9,182.0,38.0,68.0,29.0,55.0,106.0,2.41e+23,23.0,,,,,,,c
2020-09-18,18:43:32.80,2.63,126.76,34.3,5.3,56.0,34.0,129.0,192.0,64.0,67.0,1.09e+24,24.0,,,,,,,c
2020-10-28,09:09:00.50,-0.36,124.45,39.8,5.4,240.0,35.0,116.0,30.0,59.0,73.0,1.38e+24,24.0,,,,,,,c
2020-12-10,15:04:55.50,1.75,126.18,24.5,5.1,158.0,34.0,51.0,22.0,64.0,113.0,6.63e+23,23.0,,,,,,,c
2020-12-20,11:40:48.70,1.73,126.75,26.5,5.0,358.0,51.0,47.0,234.0,55.0,130.0,3.5e+23,23.0,,,,,,,c
2020-12-24,01:24:16.10,-0.35,124.39,37.4,5.2,247.0,33.0,107.0,47.0,59.0,79.0,9.43e+23,24.0,,,,,,,c
2020-12-28,07:31:11.60,-0.26,124.55,40.6,5.2,230.0,29.0,87.0,53.0,61.0,91.0,7.23e+23,23.0,,,,,,,c
2021-01-03,19:14:00.40,-2.66,122.25,13.2,5.0,95.0,32.0,-13.0,196.0,83.0,-122.0,3.8e+23,23.0,,,,,,,c
2021-01-11,01:57:30.40,1.31,119.97,25.0,5.3,60.0,15.0,82.0,247.0,75.0,92.0,1.09e+24,24.0,,,,,,,c
2021-02-02,14:37:42.60,4.14,126.65,38.2,5.3,167.0,33.0,53.0,29.0,64.0,111.0,1e+24,24.0,,,,,,,c
2021-02-05,20:34:47.50,-0.26,124.42,41.2,4.8,236.0,34.0,113.0,29.0,59.0,75.0,2.1e+23,23.0,,,,,,,c
2021-02-14,09:44:48.30,1.23,119.94,28.6,5.1,47.0,19.0,77.0,241.0,72.0,94.0,5.81e+23,23.0,,,,,,,c
2021-02-22,19:22:14.00,1.56,121.92,28.1,5.9,96.0,20.0,95.0,270.0,70.0,88.0,7.62e+24,24.0,,,,,,,c
2021-04-13,15:47:36.30,0.69,126.12,30.7,5.3,354.0,50.0,51.0,225.0,54.0,126.0,1.09e+24,24.0,,,,,,,c
2021-04-14,00:25:28.20,-0.35,125.35,41.4,4.9,239.0,33.0,108.0,38.0,58.0,78.0,2.52e+23,23.0,,,,,,,c
2021-04-16,20:55:15.30,3.81,126.75,26.3,5.6,127.0,44.0,2.0,36.0,89.0,134.0,2.71e+24,24.0,,,,,,,c
2021-04-19,07:35:04.60,0.82,126.31,30.5,4.9,13.0,46.0,70.0,221.0,47.0,109.0,3.13e+23,23.0,,,,,,,c
2021-04-30,22:34:30.50,-1.52,120.19,17.2,4.7,87.0,42.0,-82.0,257.0,48.0,-97.0,1.42e+23,23.0,,,,,,,c
2021-05-29,01:25:16.80,1.22,119.95,25.0,5.2,66.0,10.0,83.0,254.0,80.0,91.0,9.34e+23,23.0,,,,,,,c
2021-06-03,10:10:04.00,0.28,126.29,20.4,6.2,266.0,51.0,132.0,32.0,55.0,51.0,2.17e+25,25.0,,,,,,,c
2021-06-04,13:45:19.10,0.32,126.15,24.1,5.5,40.0,35.0,101.0,207.0,56.0,82.0,1.8999999999999998e+24,24.0,,,,,,,c
2021-06-04,15:17:51.00,0.43,126.39,31.2,4.9,224.0,44.0,113.0,14.0,50.0,70.0,2.87e+23,23.0,,,,,,,c
2021-06-04,15:24:48.30,0.28,126.35,27.4,4.9,229.0,40.0,99.0,37.0,50.0,82.0,2.98e+23,23.0,,,,,,,c
2021-06-05,22:57:43.20,0.16,126.25,18.4,5.4,85.0,50.0,138.0,205.0,59.0,48.0,1.45e+24,24.0,,,,,,,c
2021-06-06,09:07:34.70,3.1,126.66,46.8,5.2,188.0,26.0,94.0,4.0,64.0,88.0,8.79e+23,24.0,,,,,,,c
2021-06-22,13:25:35.50,0.41,126.25,25.1,4.8,11.0,53.0,2.0,280.0,88.0,143.0,2.32e+23,23.0,,,,,,,c
2021-07-10,00:43:58.80,3.01,126.71,41.7,6.2,190.0,25.0,94.0,6.0,65.0,88.0,2.39e+25,25.0,,,,,,,c
2021-07-10,00:51:12.80,2.94,126.81,43.8,5.8,193.0,30.0,94.0,8.0,60.0,88.0,7.13e+24,24.0,,,,,,,c
2021-07-10,10:06:31.90,2.89,126.75,36.8,5.2,198.0,21.0,116.0,351.0,71.0,80.0,8.6e+23,24.0,,,,,,,c
2021-07-24,13:07:24.10,2.87,126.73,47.6,5.5,209.0,31.0,99.0,18.0,60.0,84.0,2.32e+24,24.0,,,,,,,c
2021-09-15,00:49:49.10,1.3,122.05,40.2,5.2,2.0,53.0,35.0,249.0,62.0,138.0,7.84e+23,23.0,,,,,,,c
2021-09-22,12:03:35.20,1.88,126.62,38.0,5.5,195.0,41.0,67.0,45.0,52.0,109.0,2.07e+24,24.0,,,,,,,c
2021-09-24,06:36:20.90,2.19,126.52,35.8,5.4,19.0,39.0,81.0,211.0,52.0,97.0,1.56e+24,24.0,,,,,,,c
2021-09-28,06:25:16.40,0.49,126.37,23.1,5.1,213.0,46.0,106.0,10.0,47.0,74.0,5.24e+23,23.0,,,,,,,c
2021-10-11,12:34:40.90,0.92,126.16,31.0,5.8,201.0,39.0,109.0,358.0,54.0,76.0,6.02e+24,24.0,,,,,,,c
2021-10-11,15:27:57.00,0.93,126.06,32.1,5.3,19.0,39.0,89.0,200.0,51.0,91.0,9.8e+23,24.0,,,,,,,c
2021-10-14,15:16:33.00,1.32,126.13,41.1,5.6,23.0,37.0,91.0,202.0,53.0,89.0,3.25e+24,24.0,,,,,,,c
2021-10-16,10:08:31.70,0.91,126.08,31.5,4.9,332.0,47.0,47.0,205.0,58.0,126.0,2.42e+23,23.0,,,,,,,c
2021-12-22,12:20:02.20,2.52,126.78,29.5,5.0,36.0,41.0,124.0,174.0,57.0,64.0,4.23e+23,23.0,,,,,,,c
2021-12-22,12:27:45.90,2.53,126.8,31.2,5.1,22.0,39.0,97.0,192.0,51.0,84.0,4.85e+23,23.0,,,,,,,c
2021-12-26,02:22:56.90,2.28,126.68,33.5,5.3,22.0,41.0,74.0,223.0,51.0,103.0,1.23e+24,24.0,,,,,,,c
2021-12-30,13:13:20.20,-0.27,125.16,36.3,5.6,247.0,32.0,119.0,33.0,62.0,73.0,3.16e+24,24.0,,,,,,,c
2022-01-22,02:26:17.20,3.75,126.71,27.8,6.1,207.0,48.0,121.0,345.0,50.0,60.0,1.8099999999999999e+25,25.0,,,,,,,c
2022-02-13,08:21:50.00,0.85,126.07,30.6,5.7,332.0,39.0,42.0,207.0,65.0,121.0,4.3999999999999995e+24,24.0,,,,,,,c
2022-03-15,14:18:06.80,0.43,126.1,16.0,5.3,182.0,10.0,-81.0,352.0,80.0,-92.0,1.11e+24,24.0,,,,,,,c
2022-03-26,04:01:41.00,3.66,126.94,43.4,4.9,293.0,33.0,-133.0,162.0,66.0,-66.0,2.55e+23,23.0,,,,,,,c
2022-04-05,01:44:13.30,2.13,126.9,24.3,6.0,345.0,49.0,32.0,233.0,66.0,135.0,1.0899999999999998e+25,25.0,,,,,,,c
2022-04-19,21:20:05.00,3.71,126.73,30.8,5.3,204.0,36.0,96.0,16.0,55.0,86.0,1.19e+24,24.0,,,,,,,c
2022-04-29,21:42:03.00,-0.35,124.55,37.8,5.0,233.0,29.0,104.0,37.0,62.0,82.0,3.85e+23,23.0,,,,,,,c
2022-05-11,16:20:13.80,3.85,126.67,20.0,5.0,129.0,43.0,12.0,31.0,82.0,133.0,3.98e+23,23.0,,,,,,,c
2022-05-19,15:29:20.70,1.74,126.33,33.4,5.5,228.0,45.0,114.0,17.0,49.0,68.0,1.92e+24,24.0,,,,,,,c
2022-05-29,21:13:24.80,3.7,126.66,35.5,4.7,67.0,41.0,-36.0,185.0,67.0,-126.0,1.64e+23,23.0,,,,,,,c
2022-07-02,23:49:17.90,1.1,125.9,32.8,5.3,3.0,33.0,99.0,172.0,57.0,84.0,1.08e+24,24.0,,,,,,,c
2022-07-24,06:46:45.10,0.34,126.34,23.1,5.4,214.0,39.0,88.0,36.0,51.0,91.0,1.77e+24,24.0,,,,,,,c
2022-08-14,02:47:49.80,1.9,126.33,30.4,5.8,251.0,44.0,107.0,48.0,49.0,75.0,6.03e+24,24.0,,,,,,,c
2022-08-21,05:08:36.60,-0.35,125.26,35.9,4.9,257.0,49.0,148.0,12.0,69.0,51.0,3.01e+23,23.0,,,,,,,c
2022-09-09,17:20:21.70,2.21,126.45,34.9,5.3,17.0,35.0,92.0,195.0,55.0,89.0,1.28e+24,24.0,,,,,,,c
